"gs_name","gene_symbol","category"
"H_Apoptosis","ADD1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","AIFM3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ANKH","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ANXA1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","APP","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ATF3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","AVPR1A","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BAX","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BCAP31","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BCL10","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BCL2L1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BCL2L10","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BCL2L11","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BCL2L2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BGN","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BID","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BIK","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BIRC3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BMF","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BMP2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BNIP3L","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BRCA1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BTG2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","BTG3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP4","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP6","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP7","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP8","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CASP9","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CAV1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CCNA1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CCND1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CCND2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CD14","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CD2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CD38","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CD44","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CD69","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CDC25B","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CDK2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CDKN1A","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CDKN1B","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CFLAR","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CLU","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CREBBP","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CTH","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CTNNB1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","CYLD","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DAP","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DAP3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DCN","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DDIT3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DFFA","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DIABLO","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DNAJA1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DNAJC3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DNM1L","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","DPYD","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","EBP","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","EGR3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","EMP1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ENO2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ERBB2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ERBB3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","EREG","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ETF1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","F2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","F2R","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","FAS","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","FASLG","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","FDXR","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","FEZ1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GADD45A","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GADD45B","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GCH1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GNA15","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GPX1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GPX3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GPX4","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GSN","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GSR","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GSTM1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","GUCY2D","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","H1-0","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","HGF","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","HMGB2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","HMOX1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","HSPB1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IER3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IFITM3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IFNB1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IFNGR1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IGF2R","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IGFBP6","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IL18","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IL1A","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IL1B","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IL6","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","IRF1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ISG20","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","JUN","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","KRT18","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","LEF1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","LGALS3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","LMNA","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","LUM","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","MADD","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","MCL1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","MGMT","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","MMP2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","NEDD9","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","NEFH","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PAK1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PDCD4","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PDGFRB","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PEA15","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PLAT","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PLCB2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PLPPR4","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PMAIP1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PPP2R5B","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PPP3R1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PPT1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PRF1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PSEN1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PSEN2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","PTK2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","RARA","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","RELA","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","RETSAT","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","RHOB","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","RHOT2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","RNASEL","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","ROCK1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SAT1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SATB1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SC5D","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SLC20A1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SMAD7","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SOD1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SOD2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SPTAN1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","SQSTM1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TAP1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TGFB2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TGFBR3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TIMP1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TIMP2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TIMP3","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TNF","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TNFRSF12A","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TNFSF10","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TOP2A","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TSPO","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","TXNIP","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","VDAC2","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","WEE1","Cell_Cycle_and_Apoptosis"
"H_Apoptosis","XIAP","Cell_Cycle_and_Apoptosis"
"H_Coagulation","A2M","Cell_differentiation"
"H_Coagulation","ACOX2","Cell_differentiation"
"H_Coagulation","ADAM9","Cell_differentiation"
"H_Coagulation","ANG","Cell_differentiation"
"H_Coagulation","ANXA1","Cell_differentiation"
"H_Coagulation","APOA1","Cell_differentiation"
"H_Coagulation","APOC1","Cell_differentiation"
"H_Coagulation","APOC2","Cell_differentiation"
"H_Coagulation","APOC3","Cell_differentiation"
"H_Coagulation","ARF4","Cell_differentiation"
"H_Coagulation","BMP1","Cell_differentiation"
"H_Coagulation","C1QA","Cell_differentiation"
"H_Coagulation","C1R","Cell_differentiation"
"H_Coagulation","C1S","Cell_differentiation"
"H_Coagulation","C2","Cell_differentiation"
"H_Coagulation","C3","Cell_differentiation"
"H_Coagulation","C8A","Cell_differentiation"
"H_Coagulation","C8B","Cell_differentiation"
"H_Coagulation","C8G","Cell_differentiation"
"H_Coagulation","C9","Cell_differentiation"
"H_Coagulation","CAPN2","Cell_differentiation"
"H_Coagulation","CAPN5","Cell_differentiation"
"H_Coagulation","CASP9","Cell_differentiation"
"H_Coagulation","CD9","Cell_differentiation"
"H_Coagulation","CFB","Cell_differentiation"
"H_Coagulation","CFD","Cell_differentiation"
"H_Coagulation","CFH","Cell_differentiation"
"H_Coagulation","CFI","Cell_differentiation"
"H_Coagulation","CLU","Cell_differentiation"
"H_Coagulation","COMP","Cell_differentiation"
"H_Coagulation","CPB2","Cell_differentiation"
"H_Coagulation","CPN1","Cell_differentiation"
"H_Coagulation","CPQ","Cell_differentiation"
"H_Coagulation","CRIP2","Cell_differentiation"
"H_Coagulation","CSRP1","Cell_differentiation"
"H_Coagulation","CTSB","Cell_differentiation"
"H_Coagulation","CTSE","Cell_differentiation"
"H_Coagulation","CTSH","Cell_differentiation"
"H_Coagulation","CTSK","Cell_differentiation"
"H_Coagulation","CTSO","Cell_differentiation"
"H_Coagulation","CTSV","Cell_differentiation"
"H_Coagulation","DCT","Cell_differentiation"
"H_Coagulation","DPP4","Cell_differentiation"
"H_Coagulation","DUSP14","Cell_differentiation"
"H_Coagulation","DUSP6","Cell_differentiation"
"H_Coagulation","F10","Cell_differentiation"
"H_Coagulation","F11","Cell_differentiation"
"H_Coagulation","F12","Cell_differentiation"
"H_Coagulation","F13B","Cell_differentiation"
"H_Coagulation","F2","Cell_differentiation"
"H_Coagulation","F2RL2","Cell_differentiation"
"H_Coagulation","F3","Cell_differentiation"
"H_Coagulation","F8","Cell_differentiation"
"H_Coagulation","F9","Cell_differentiation"
"H_Coagulation","FBN1","Cell_differentiation"
"H_Coagulation","FGA","Cell_differentiation"
"H_Coagulation","FGG","Cell_differentiation"
"H_Coagulation","FN1","Cell_differentiation"
"H_Coagulation","FURIN","Cell_differentiation"
"H_Coagulation","FYN","Cell_differentiation"
"H_Coagulation","GDA","Cell_differentiation"
"H_Coagulation","GNB2","Cell_differentiation"
"H_Coagulation","GNG12","Cell_differentiation"
"H_Coagulation","GP1BA","Cell_differentiation"
"H_Coagulation","GP9","Cell_differentiation"
"H_Coagulation","GSN","Cell_differentiation"
"H_Coagulation","HMGCS2","Cell_differentiation"
"H_Coagulation","HNF4A","Cell_differentiation"
"H_Coagulation","HPN","Cell_differentiation"
"H_Coagulation","HRG","Cell_differentiation"
"H_Coagulation","HTRA1","Cell_differentiation"
"H_Coagulation","ISCU","Cell_differentiation"
"H_Coagulation","ITGA2","Cell_differentiation"
"H_Coagulation","ITGB3","Cell_differentiation"
"H_Coagulation","ITIH1","Cell_differentiation"
"H_Coagulation","KLF7","Cell_differentiation"
"H_Coagulation","KLK8","Cell_differentiation"
"H_Coagulation","KLKB1","Cell_differentiation"
"H_Coagulation","LAMP2","Cell_differentiation"
"H_Coagulation","LEFTY2","Cell_differentiation"
"H_Coagulation","LGMN","Cell_differentiation"
"H_Coagulation","LRP1","Cell_differentiation"
"H_Coagulation","LTA4H","Cell_differentiation"
"H_Coagulation","MAFF","Cell_differentiation"
"H_Coagulation","MASP2","Cell_differentiation"
"H_Coagulation","MBL2","Cell_differentiation"
"H_Coagulation","MEP1A","Cell_differentiation"
"H_Coagulation","MMP1","Cell_differentiation"
"H_Coagulation","MMP10","Cell_differentiation"
"H_Coagulation","MMP11","Cell_differentiation"
"H_Coagulation","MMP14","Cell_differentiation"
"H_Coagulation","MMP15","Cell_differentiation"
"H_Coagulation","MMP2","Cell_differentiation"
"H_Coagulation","MMP3","Cell_differentiation"
"H_Coagulation","MMP7","Cell_differentiation"
"H_Coagulation","MMP8","Cell_differentiation"
"H_Coagulation","MMP9","Cell_differentiation"
"H_Coagulation","MSRB2","Cell_differentiation"
"H_Coagulation","MST1","Cell_differentiation"
"H_Coagulation","OLR1","Cell_differentiation"
"H_Coagulation","P2RY1","Cell_differentiation"
"H_Coagulation","PDGFB","Cell_differentiation"
"H_Coagulation","PECAM1","Cell_differentiation"
"H_Coagulation","PEF1","Cell_differentiation"
"H_Coagulation","PF4","Cell_differentiation"
"H_Coagulation","PLAT","Cell_differentiation"
"H_Coagulation","PLAU","Cell_differentiation"
"H_Coagulation","PLEK","Cell_differentiation"
"H_Coagulation","PLG","Cell_differentiation"
"H_Coagulation","PREP","Cell_differentiation"
"H_Coagulation","PROC","Cell_differentiation"
"H_Coagulation","PROS1","Cell_differentiation"
"H_Coagulation","PROZ","Cell_differentiation"
"H_Coagulation","PRSS23","Cell_differentiation"
"H_Coagulation","RABIF","Cell_differentiation"
"H_Coagulation","RAC1","Cell_differentiation"
"H_Coagulation","RAPGEF3","Cell_differentiation"
"H_Coagulation","RGN","Cell_differentiation"
"H_Coagulation","S100A1","Cell_differentiation"
"H_Coagulation","S100A13","Cell_differentiation"
"H_Coagulation","SERPINA1","Cell_differentiation"
"H_Coagulation","SERPINB2","Cell_differentiation"
"H_Coagulation","SERPINC1","Cell_differentiation"
"H_Coagulation","SERPINE1","Cell_differentiation"
"H_Coagulation","SERPING1","Cell_differentiation"
"H_Coagulation","SH2B2","Cell_differentiation"
"H_Coagulation","SIRT2","Cell_differentiation"
"H_Coagulation","SPARC","Cell_differentiation"
"H_Coagulation","TF","Cell_differentiation"
"H_Coagulation","TFPI2","Cell_differentiation"
"H_Coagulation","THBD","Cell_differentiation"
"H_Coagulation","THBS1","Cell_differentiation"
"H_Coagulation","TIMP1","Cell_differentiation"
"H_Coagulation","TIMP3","Cell_differentiation"
"H_Coagulation","TMPRSS6","Cell_differentiation"
"H_Coagulation","USP11","Cell_differentiation"
"H_Coagulation","VWF","Cell_differentiation"
"H_Coagulation","WDR1","Cell_differentiation"
"H_Complement_cascade","ACTN2","Immune_Regulation_Pathways"
"H_Complement_cascade","ADAM9","Immune_Regulation_Pathways"
"H_Complement_cascade","ADRA2B","Immune_Regulation_Pathways"
"H_Complement_cascade","AKAP10","Immune_Regulation_Pathways"
"H_Complement_cascade","ANG","Immune_Regulation_Pathways"
"H_Complement_cascade","ANXA5","Immune_Regulation_Pathways"
"H_Complement_cascade","APOA4","Immune_Regulation_Pathways"
"H_Complement_cascade","APOBEC3F","Immune_Regulation_Pathways"
"H_Complement_cascade","APOBEC3G","Immune_Regulation_Pathways"
"H_Complement_cascade","APOC1","Immune_Regulation_Pathways"
"H_Complement_cascade","ATOX1","Immune_Regulation_Pathways"
"H_Complement_cascade","BRPF3","Immune_Regulation_Pathways"
"H_Complement_cascade","C1QA","Immune_Regulation_Pathways"
"H_Complement_cascade","C1QC","Immune_Regulation_Pathways"
"H_Complement_cascade","C1R","Immune_Regulation_Pathways"
"H_Complement_cascade","C1S","Immune_Regulation_Pathways"
"H_Complement_cascade","C2","Immune_Regulation_Pathways"
"H_Complement_cascade","C3","Immune_Regulation_Pathways"
"H_Complement_cascade","C4BPB","Immune_Regulation_Pathways"
"H_Complement_cascade","C9","Immune_Regulation_Pathways"
"H_Complement_cascade","CA2","Immune_Regulation_Pathways"
"H_Complement_cascade","CALM1","Immune_Regulation_Pathways"
"H_Complement_cascade","CALM3","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP1","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP10","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP3","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP4","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP5","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP7","Immune_Regulation_Pathways"
"H_Complement_cascade","CASP9","Immune_Regulation_Pathways"
"H_Complement_cascade","CBLB","Immune_Regulation_Pathways"
"H_Complement_cascade","CCL5","Immune_Regulation_Pathways"
"H_Complement_cascade","CD36","Immune_Regulation_Pathways"
"H_Complement_cascade","CD40LG","Immune_Regulation_Pathways"
"H_Complement_cascade","CD46","Immune_Regulation_Pathways"
"H_Complement_cascade","CD55","Immune_Regulation_Pathways"
"H_Complement_cascade","CD59","Immune_Regulation_Pathways"
"H_Complement_cascade","CDA","Immune_Regulation_Pathways"
"H_Complement_cascade","CDH13","Immune_Regulation_Pathways"
"H_Complement_cascade","CDK5R1","Immune_Regulation_Pathways"
"H_Complement_cascade","CEBPB","Immune_Regulation_Pathways"
"H_Complement_cascade","CFB","Immune_Regulation_Pathways"
"H_Complement_cascade","CFH","Immune_Regulation_Pathways"
"H_Complement_cascade","CLU","Immune_Regulation_Pathways"
"H_Complement_cascade","COL4A2","Immune_Regulation_Pathways"
"H_Complement_cascade","CP","Immune_Regulation_Pathways"
"H_Complement_cascade","CPM","Immune_Regulation_Pathways"
"H_Complement_cascade","CPQ","Immune_Regulation_Pathways"
"H_Complement_cascade","CR1","Immune_Regulation_Pathways"
"H_Complement_cascade","CR2","Immune_Regulation_Pathways"
"H_Complement_cascade","CSRP1","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSB","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSC","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSD","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSH","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSL","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSO","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSS","Immune_Regulation_Pathways"
"H_Complement_cascade","CTSV","Immune_Regulation_Pathways"
"H_Complement_cascade","CXCL1","Immune_Regulation_Pathways"
"H_Complement_cascade","DGKG","Immune_Regulation_Pathways"
"H_Complement_cascade","DGKH","Immune_Regulation_Pathways"
"H_Complement_cascade","DOCK10","Immune_Regulation_Pathways"
"H_Complement_cascade","DOCK4","Immune_Regulation_Pathways"
"H_Complement_cascade","DOCK9","Immune_Regulation_Pathways"
"H_Complement_cascade","DPP4","Immune_Regulation_Pathways"
"H_Complement_cascade","DUSP5","Immune_Regulation_Pathways"
"H_Complement_cascade","DUSP6","Immune_Regulation_Pathways"
"H_Complement_cascade","DYRK2","Immune_Regulation_Pathways"
"H_Complement_cascade","EHD1","Immune_Regulation_Pathways"
"H_Complement_cascade","ERAP2","Immune_Regulation_Pathways"
"H_Complement_cascade","F10","Immune_Regulation_Pathways"
"H_Complement_cascade","F2","Immune_Regulation_Pathways"
"H_Complement_cascade","F3","Immune_Regulation_Pathways"
"H_Complement_cascade","F5","Immune_Regulation_Pathways"
"H_Complement_cascade","F7","Immune_Regulation_Pathways"
"H_Complement_cascade","F8","Immune_Regulation_Pathways"
"H_Complement_cascade","FCER1G","Immune_Regulation_Pathways"
"H_Complement_cascade","FCN1","Immune_Regulation_Pathways"
"H_Complement_cascade","FDX1","Immune_Regulation_Pathways"
"H_Complement_cascade","FN1","Immune_Regulation_Pathways"
"H_Complement_cascade","FYN","Immune_Regulation_Pathways"
"H_Complement_cascade","GATA3","Immune_Regulation_Pathways"
"H_Complement_cascade","GCA","Immune_Regulation_Pathways"
"H_Complement_cascade","GMFB","Immune_Regulation_Pathways"
"H_Complement_cascade","GNAI2","Immune_Regulation_Pathways"
"H_Complement_cascade","GNAI3","Immune_Regulation_Pathways"
"H_Complement_cascade","GNB2","Immune_Regulation_Pathways"
"H_Complement_cascade","GNB4","Immune_Regulation_Pathways"
"H_Complement_cascade","GNG2","Immune_Regulation_Pathways"
"H_Complement_cascade","GNGT2","Immune_Regulation_Pathways"
"H_Complement_cascade","GP1BA","Immune_Regulation_Pathways"
"H_Complement_cascade","GP9","Immune_Regulation_Pathways"
"H_Complement_cascade","GPD2","Immune_Regulation_Pathways"
"H_Complement_cascade","GRB2","Immune_Regulation_Pathways"
"H_Complement_cascade","GZMA","Immune_Regulation_Pathways"
"H_Complement_cascade","GZMB","Immune_Regulation_Pathways"
"H_Complement_cascade","GZMK","Immune_Regulation_Pathways"
"H_Complement_cascade","HNF4A","Immune_Regulation_Pathways"
"H_Complement_cascade","HPCAL4","Immune_Regulation_Pathways"
"H_Complement_cascade","HSPA1A","Immune_Regulation_Pathways"
"H_Complement_cascade","HSPA5","Immune_Regulation_Pathways"
"H_Complement_cascade","IL6","Immune_Regulation_Pathways"
"H_Complement_cascade","IRF1","Immune_Regulation_Pathways"
"H_Complement_cascade","IRF2","Immune_Regulation_Pathways"
"H_Complement_cascade","IRF7","Immune_Regulation_Pathways"
"H_Complement_cascade","ITGAM","Immune_Regulation_Pathways"
"H_Complement_cascade","ITIH1","Immune_Regulation_Pathways"
"H_Complement_cascade","JAK2","Immune_Regulation_Pathways"
"H_Complement_cascade","KCNIP2","Immune_Regulation_Pathways"
"H_Complement_cascade","KCNIP3","Immune_Regulation_Pathways"
"H_Complement_cascade","KIF2A","Immune_Regulation_Pathways"
"H_Complement_cascade","KLK1","Immune_Regulation_Pathways"
"H_Complement_cascade","KLKB1","Immune_Regulation_Pathways"
"H_Complement_cascade","KYNU","Immune_Regulation_Pathways"
"H_Complement_cascade","L3MBTL4","Immune_Regulation_Pathways"
"H_Complement_cascade","LAMP2","Immune_Regulation_Pathways"
"H_Complement_cascade","LAP3","Immune_Regulation_Pathways"
"H_Complement_cascade","LCK","Immune_Regulation_Pathways"
"H_Complement_cascade","LCP2","Immune_Regulation_Pathways"
"H_Complement_cascade","LGALS3","Immune_Regulation_Pathways"
"H_Complement_cascade","LGMN","Immune_Regulation_Pathways"
"H_Complement_cascade","LIPA","Immune_Regulation_Pathways"
"H_Complement_cascade","LRP1","Immune_Regulation_Pathways"
"H_Complement_cascade","LTA4H","Immune_Regulation_Pathways"
"H_Complement_cascade","LTF","Immune_Regulation_Pathways"
"H_Complement_cascade","LYN","Immune_Regulation_Pathways"
"H_Complement_cascade","MAFF","Immune_Regulation_Pathways"
"H_Complement_cascade","ME1","Immune_Regulation_Pathways"
"H_Complement_cascade","MMP12","Immune_Regulation_Pathways"
"H_Complement_cascade","MMP13","Immune_Regulation_Pathways"
"H_Complement_cascade","MMP14","Immune_Regulation_Pathways"
"H_Complement_cascade","MMP15","Immune_Regulation_Pathways"
"H_Complement_cascade","MMP8","Immune_Regulation_Pathways"
"H_Complement_cascade","MSRB1","Immune_Regulation_Pathways"
"H_Complement_cascade","MT3","Immune_Regulation_Pathways"
"H_Complement_cascade","NOTCH4","Immune_Regulation_Pathways"
"H_Complement_cascade","OLR1","Immune_Regulation_Pathways"
"H_Complement_cascade","PCLO","Immune_Regulation_Pathways"
"H_Complement_cascade","PCSK9","Immune_Regulation_Pathways"
"H_Complement_cascade","PDGFB","Immune_Regulation_Pathways"
"H_Complement_cascade","PDP1","Immune_Regulation_Pathways"
"H_Complement_cascade","PFN1","Immune_Regulation_Pathways"
"H_Complement_cascade","PHEX","Immune_Regulation_Pathways"
"H_Complement_cascade","PIK3CA","Immune_Regulation_Pathways"
"H_Complement_cascade","PIK3CG","Immune_Regulation_Pathways"
"H_Complement_cascade","PIK3R5","Immune_Regulation_Pathways"
"H_Complement_cascade","PIM1","Immune_Regulation_Pathways"
"H_Complement_cascade","PLA2G4A","Immune_Regulation_Pathways"
"H_Complement_cascade","PLA2G7","Immune_Regulation_Pathways"
"H_Complement_cascade","PLAT","Immune_Regulation_Pathways"
"H_Complement_cascade","PLAUR","Immune_Regulation_Pathways"
"H_Complement_cascade","PLEK","Immune_Regulation_Pathways"
"H_Complement_cascade","PLG","Immune_Regulation_Pathways"
"H_Complement_cascade","PLSCR1","Immune_Regulation_Pathways"
"H_Complement_cascade","PPP2CB","Immune_Regulation_Pathways"
"H_Complement_cascade","PPP4C","Immune_Regulation_Pathways"
"H_Complement_cascade","PRCP","Immune_Regulation_Pathways"
"H_Complement_cascade","PRDM4","Immune_Regulation_Pathways"
"H_Complement_cascade","PREP","Immune_Regulation_Pathways"
"H_Complement_cascade","PRKCD","Immune_Regulation_Pathways"
"H_Complement_cascade","PRSS3","Immune_Regulation_Pathways"
"H_Complement_cascade","PRSS36","Immune_Regulation_Pathways"
"H_Complement_cascade","PSEN1","Immune_Regulation_Pathways"
